20:35:06	22.64	30.57	1.9095634096843
20:36:00	22.54	30.67	1.8952686253671938
20:36:58	22.33	30.84	1.8666355849421954
20:38:02	21.83	31.59	1.7909591647424328
20:40:05	21.21	32.84	1.692739980407377
20:41:00	20.88	33.47	1.643197835793339
20:41:58	20.73	33.79	1.6202618968349571
20:43:00	20.95	33.74	1.6435913064942
20:43:57	21.51	32.64	1.7292939299587522
20:45:01	22.11	31.50	1.8242168697641863
20:46:02	22.63	30.67	1.9056558642426618
20:47:04	22.90	30.03	1.9549985343890888
20:48:01	22.56	30.27	1.9085206762850797
20:49:01	22.21	30.79	1.8543888588829565
20:50:01	21.76	31.54	1.7846191179537423
20:52:03	21.04	32.89	1.673911682410022
20:53:02	20.80	33.47	1.6351266304257632
20:54:00	20.92	33.40	1.6489796525913132
20:54:59	21.51	32.40	1.735455309756705
20:56:02	22.21	31.42	1.8375088562663364
20:57:04	22.45	30.47	1.8903684515841819
20:58:05	22.74	30.08	1.9347446878207757
20:59:02	22.48	30.23	1.9003557844787782
21:01:03	21.76	31.40	1.7882686458023183
21:02:02	21.31	32.25	1.7181192559400202
21:03:03	21.02	32.72	1.6760904482063141
21:04:03	20.81	33.23	1.6420358113449534
21:05:03	20.85	33.25	1.6455907290745533
21:06:01	21.61	32.13	1.7530846361566947
21:07:03	22.24	31.23	1.8459690172782066
21:08:00	22.60	30.13	1.9170037685372077
21:08:58	22.49	30.13	1.9042364963147556
21:10:00	22.37	30.30	1.885793858623521
21:10:57	21.99	30.86	1.8278363526996455
21:12:01	21.64	31.52	1.7720904136014042
21:13:02	21.28	32.13	1.7179983322683743
21:14:05	20.97	32.81	1.668711144163881
21:15:00	20.75	33.20	1.6367152223336872
21:16:02	20.84	33.23	1.6450709778388104
21:17:04	21.44	32.25	1.7318649126646128
21:18:05	22.06	31.10	1.8292847915052681
21:19:01	22.51	30.18	1.905187920155022
21:20:02	22.54	30.01	1.9133109922032294
21:21:02	22.34	30.20	1.8850558848969012
21:22:04	21.96	30.81	1.8258130957859502
21:23:04	21.59	31.47	1.767967473319138
21:24:01	21.21	32.23	1.7081147777279324
21:25:05	20.94	32.84	1.6648917446287652
21:26:01	20.73	33.25	1.6334765384946894
21:27:02	20.99	32.89	1.6687750693867967
21:28:02	21.82	31.62	1.7890805791323814
21:29:01	22.37	30.47	1.881194361407366
21:30:02	22.40	30.18	1.8924906067665566
21:31:02	22.42	30.01	1.8994071990322987
21:32:08	22.20	30.27	1.8671839706238158
21:33:10	21.82	30.88	1.808441790430392
21:34:01	21.43	31.57	1.74817606007326
21:35:03	21.09	32.15	1.6975765867953345
